"Q1"	"Q2"	"Q3"	"Q4"	"Q5"	"Q6"	"Q7"	"Q8"	"Q9"	"Q10"	"Gender"
"1583"	4	4	1	1	2	4	1	2	4	4	1
"1584"	4	4	4	4	4	4	4	4	4	4	1
"1585"	4	3	2	4	3	4	4	2	2	2	1
"1586"	1	1	2	2	1	4	1	1	2	2	1
"1587"	2	3	2	3	3	4	3	2	1	2	1
"1588"	3	3	2	2	1	2	1	1	2	3	1
"1589"	1	1	1	1	1	2	1	1	2	1	1
"1590"	1	1	2	2	1	1	2	1	1	3	1
"1591"	3	2	4	2	2	4	3	3	4	4	1
"1592"	2	3	3	3	1	3	3	2	4	1	1
"1593"	4	4	3	2	2	4	3	4	4	3	1
"1594"	1	2	1	1	1	3	1	1	1	1	1
"1595"	4	4	4	1	1	4	3	1	4	4	1
"1596"	1	4	4	3	2	4	3	2	1	1	1
"1597"	2	2	2	2	2	4	1	1	1	3	1
"1598"	4	4	4	4	1	3	4	3	3	3	1
"1599"	1	1	1	1	1	2	1	1	3	3	1
"1600"	3	3	4	4	4	3	3	3	3	4	1
"1601"	3	4	2	2	1	2	1	1	1	1	1
"1602"	4	4	4	4	4	4	4	4	4	4	1
"1603"	1	1	1	1	2	4	2	2	4	1	1
"1604"	1	1	1	1	1	1	1	1	1	1	1
"1605"	3	3	3	4	2	3	4	3	4	4	1
"1606"	2	2	2	3	2	3	2	2	1	2	1
"1607"	1	1	1	1	2	2	1	2	3	3	1
"1608"	2	2	2	1	2	3	1	1	2	3	1
"1609"	2	3	2	1	1	2	2	2	3	1	1
"1610"	2	2	2	1	3	4	2	3	2	2	1
"1611"	1	4	4	3	2	3	3	4	3	4	1
"1612"	3	4	4	4	4	4	3	3	3	3	1
"1613"	1	1	1	1	1	1	2	1	1	1	1
"1614"	4	2	2	2	4	4	2	3	1	4	1
"1615"	2	2	2	1	1	3	1	1	3	4	1
"1616"	4	3	4	1	1	3	3	2	4	4	1
"1617"	3	2	1	1	1	4	1	3	2	1	1
"1618"	2	3	3	3	2	2	3	3	2	1	1
"1619"	2	1	2	1	3	2	1	3	2	4	1
"1620"	1	1	1	1	1	2	1	2	1	1	1
"1621"	3	4	4	2	4	4	4	4	4	4	1
"1622"	4	2	2	2	2	4	3	3	4	2	1
"1623"	3	3	3	2	3	3	3	2	4	3	1
"1624"	1	3	1	1	1	2	3	3	3	1	1
"1625"	1	1	1	1	1	2	1	1	2	1	1
"1626"	4	4	4	2	4	4	4	4	4	4	1
"1627"	1	3	3	4	4	4	4	4	4	4	1
"1628"	1	1	2	2	1	1	1	1	1	2	1
"1629"	1	2	2	1	1	1	4	3	3	1	1
"1630"	3	3	4	4	3	2	3	4	3	3	1
"1631"	4	3	2	2	2	4	2	4	2	4	1
"1632"	3	2	3	1	1	3	2	1	3	3	1
"1633"	1	2	1	1	4	4	4	3	3	3	1
"1634"	1	2	1	1	1	2	1	1	1	1	1
"1635"	2	1	1	2	4	3	3	3	1	4	1
"1636"	1	1	1	1	4	3	1	1	1	1	1
"1637"	3	3	3	3	3	4	3	3	2	4	1
"1638"	1	2	1	2	1	4	2	1	1	3	1
"1639"	1	2	1	1	2	3	1	1	2	1	1
"1640"	4	4	4	4	4	4	4	4	4	4	1
"1641"	1	1	3	2	2	2	2	1	1	2	1
"1642"	1	2	2	3	1	3	3	2	3	2	1
"1643"	1	1	1	1	2	3	3	2	2	4	1
"1644"	1	1	1	1	3	1	1	1	3	1	1
"1645"	1	1	3	2	2	4	4	4	4	3	1
"1646"	4	4	4	4	4	4	4	4	4	4	1
"1647"	3	2	1	1	1	1	1	1	1	4	1
"1648"	3	2	4	2	4	4	4	4	3	2	1
"1649"	2	1	1	1	1	4	1	1	3	4	1
"1650"	1	3	1	1	1	2	2	2	1	1	1
"1651"	3	3	3	2	2	4	4	2	3	3	1
"1652"	3	4	3	2	1	3	3	3	3	3	1
"1653"	4	4	4	4	4	4	3	4	3	4	1
"1654"	2	2	1	1	1	2	2	1	1	2	1
"1655"	2	1	2	3	3	4	2	1	4	4	1
"1656"	2	2	1	1	3	3	2	3	3	4	1
"1657"	3	2	2	1	1	2	2	1	2	2	1
"1658"	2	1	1	1	2	3	1	2	1	3	1
"1659"	1	1	1	1	2	4	1	1	1	2	1
"1660"	4	2	1	1	1	3	1	1	1	4	1
"1661"	3	3	3	2	3	3	2	4	3	2	1
"1662"	2	3	3	2	2	4	2	3	2	4	1
"1663"	1	1	1	1	2	3	4	4	3	3	1
"1664"	2	2	2	2	2	3	3	2	1	1	1
"1665"	1	1	1	1	1	1	1	1	1	1	1
"1666"	1	4	4	1	1	1	4	4	2	1	1
"1667"	2	1	3	1	1	3	2	2	3	3	1
"1668"	4	4	4	3	3	3	4	4	4	2	1
"1669"	4	4	4	4	3	4	2	4	4	4	1
"1670"	2	1	3	1	2	4	2	2	1	4	1
"1671"	2	1	2	2	3	4	2	1	1	4	1
"1672"	3	3	4	4	4	4	4	4	4	3	1
"1673"	3	3	2	3	2	2	2	2	2	3	1
"1674"	2	2	1	1	2	2	1	1	3	1	1
"1675"	4	4	1	1	1	1	3	3	1	1	1
"1676"	2	1	1	2	4	4	4	3	4	4	1
"1677"	2	2	2	3	4	4	4	4	1	4	1
"1678"	1	3	3	2	2	3	3	3	3	3	1
"1679"	2	3	3	3	3	4	3	3	3	4	1
"1680"	2	3	3	2	1	2	2	4	1	1	1
"1681"	2	1	1	1	1	2	1	1	2	2	1
"1682"	1	2	1	1	1	1	1	1	1	1	1
"1683"	1	3	4	4	4	4	4	4	4	4	1
"1684"	3	2	2	1	2	4	3	3	3	3	1
"1685"	4	4	4	4	4	4	4	4	1	4	1
"1686"	1	1	1	1	1	3	1	2	2	1	1
"1687"	2	2	1	1	4	4	2	4	4	2	1
"1688"	4	3	1	3	3	3	1	1	3	1	1
"1689"	2	2	2	2	2	2	2	2	2	1	1
"1690"	3	3	2	2	2	3	4	4	4	4	1
"1691"	2	2	3	1	2	4	2	2	4	4	1
"1692"	3	3	4	1	4	4	2	2	3	3	1
"1693"	3	4	4	4	3	4	4	4	4	4	1
"1694"	3	4	2	4	1	2	2	4	3	1	1
"1695"	2	2	2	3	1	2	1	3	1	1	1
"1696"	4	4	4	4	4	4	3	3	4	3	1
"1697"	2	3	3	2	4	4	4	3	4	4	1
"1698"	1	1	2	2	1	2	2	1	3	1	1
"1699"	2	4	3	3	3	4	1	2	1	4	1
"1700"	4	3	3	2	2	2	2	2	3	4	1
"1701"	2	3	3	4	2	2	3	3	2	2	1
"1702"	1	1	1	2	1	3	1	1	2	1	1
"1703"	4	1	1	1	1	4	2	1	1	4	1
"1704"	1	1	1	1	2	3	1	1	1	2	1
"1705"	2	2	2	2	2	4	1	1	1	2	1
"1706"	4	3	4	3	3	4	2	3	4	4	1
"1707"	1	3	3	3	3	3	3	2	1	2	1
"1708"	1	1	1	1	1	1	1	1	1	1	1
"1709"	3	4	4	4	3	4	3	3	4	4	1
"1710"	1	2	2	2	1	2	1	1	1	1	1
"1711"	2	2	2	1	2	3	3	2	2	2	1
"1712"	2	2	3	3	4	4	3	3	4	4	1
"1713"	2	2	2	2	2	3	2	2	2	2	1
"1714"	2	2	2	2	2	2	2	2	2	2	1
"1715"	1	2	2	1	1	4	1	1	1	4	1
"1716"	2	4	1	2	2	2	3	2	2	3	1
"1717"	2	1	1	1	1	1	1	1	2	2	1
"1718"	3	2	3	4	1	4	2	2	3	4	1
"1719"	1	2	1	1	1	4	1	1	1	1	1
"1720"	2	1	2	2	1	2	1	1	2	1	1
"1721"	1	1	2	1	3	4	1	2	3	3	1
"1722"	2	3	3	1	1	4	3	2	4	3	1
"1723"	1	1	1	1	1	4	1	2	4	1	1
"1724"	2	2	2	1	4	4	4	4	4	4	1
"1725"	2	2	2	3	3	4	3	3	2	4	1
"1726"	1	1	1	1	1	2	1	2	2	1	1
"1727"	1	1	2	2	1	3	3	2	2	2	1
"1728"	1	1	2	1	1	1	1	2	3	1	1
"1729"	4	4	2	3	4	3	4	4	2	2	1
"1730"	2	2	2	2	2	1	2	2	2	2	1
"1731"	1	2	1	1	1	2	1	1	1	1	1
"1732"	1	1	1	2	2	3	1	1	1	4	1
"1733"	1	1	2	2	1	2	1	1	1	2	1
"1734"	2	1	3	1	1	2	2	1	1	4	1
"1735"	1	3	2	2	3	2	4	4	4	3	1
"1736"	2	4	3	3	4	3	3	3	4	3	1
"1737"	2	2	3	3	3	3	2	2	3	2	1
"1738"	3	3	1	2	1	2	2	2	2	4	1
"1739"	4	2	2	2	3	4	3	4	3	4	1
"1740"	1	1	1	1	1	2	1	1	2	2	1
"1741"	2	2	3	1	4	1	3	4	3	2	1
"1742"	3	3	4	3	4	4	4	4	4	3	1
"1743"	4	4	3	1	2	3	1	2	2	3	1
"1744"	1	2	2	1	1	2	1	1	1	1	1
"1745"	3	1	1	1	2	4	2	2	3	2	1
"1746"	4	4	3	1	4	3	4	4	4	4	1
"1747"	2	1	3	2	4	4	4	4	2	4	1
"1748"	3	3	3	2	1	3	2	2	3	1	1
"1749"	1	1	1	1	1	2	1	1	2	2	1
"1750"	2	3	4	3	2	1	3	3	3	3	1
"1751"	1	3	1	4	4	2	4	4	4	3	1
"1752"	2	2	2	2	2	4	3	2	4	3	1
"1753"	4	4	4	4	3	4	2	4	3	4	1
"1754"	2	2	2	1	2	2	2	2	2	4	1
"1755"	1	2	1	2	1	2	1	2	1	1	1
"1756"	1	1	1	1	1	2	1	1	1	1	1
"1757"	3	3	2	1	2	2	3	3	4	1	1
"1758"	1	1	1	1	3	3	3	3	3	2	1
"1759"	4	2	3	2	3	4	3	3	3	4	1
"1760"	4	3	3	3	3	4	3	3	3	4	1
"1761"	2	2	2	2	2	3	2	2	3	3	1
"1762"	1	1	1	1	1	3	1	1	1	1	1
"1763"	1	1	1	1	1	3	1	1	1	1	1
"1764"	4	4	3	2	4	4	3	3	2	2	1
"1765"	2	2	2	1	1	2	2	2	2	2	1
"1766"	3	4	2	2	2	4	3	2	1	4	1
"1767"	4	4	2	3	3	2	2	4	4	4	1
"1768"	2	1	1	1	1	4	1	1	1	1	1
"1769"	4	4	4	4	4	4	4	4	4	4	1
"1770"	1	1	1	1	1	1	1	1	1	1	1
"1771"	3	2	2	2	2	1	2	3	3	3	1
"1772"	2	2	1	2	2	4	1	4	3	4	1
"1773"	3	3	3	2	1	4	4	3	4	4	1
"1774"	2	3	2	1	3	4	2	3	1	4	1
"1775"	2	3	3	3	2	3	3	3	3	4	1
"1776"	3	2	1	1	1	3	2	2	2	3	1
"1777"	1	2	1	1	3	3	3	1	3	1	1
"1778"	3	2	4	1	3	4	1	2	2	4	1
"1779"	1	1	1	1	2	2	1	1	1	2	1
"1780"	4	2	2	2	2	2	3	2	2	3	1
"1781"	1	2	2	2	2	2	3	2	2	1	1
"1782"	4	2	1	1	2	4	2	3	3	4	1
"1783"	2	1	2	2	1	4	2	2	2	1	1
"1784"	3	2	2	2	2	4	2	2	1	4	1
"1785"	3	3	3	3	3	4	3	4	4	3	1
"1786"	2	2	3	3	2	3	3	2	3	2	1
"1787"	4	4	4	4	4	4	1	4	4	4	1
"1788"	2	2	2	1	2	3	1	1	2	2	1
"1789"	1	1	1	1	1	2	1	2	1	3	1
"1790"	1	1	1	1	1	1	1	1	2	1	1
"1791"	3	3	3	3	2	4	2	2	3	2	1
"1792"	4	4	3	2	2	4	4	4	2	3	1
"1793"	2	3	2	3	2	1	2	4	2	1	1
"1794"	3	3	1	1	2	3	3	3	3	4	1
"1795"	1	2	2	1	1	2	4	3	3	1	1
"1796"	2	1	1	1	1	4	2	2	4	4	1
"1797"	1	2	2	3	3	3	3	3	3	3	1
"1798"	4	4	3	3	3	4	3	4	4	4	1
"1799"	1	1	1	1	1	1	1	1	1	1	1
"1800"	4	2	1	1	1	3	2	2	3	4	1
"1801"	4	4	4	2	4	4	3	4	4	3	1
"1802"	1	2	2	1	3	4	3	3	3	2	1
"1803"	4	3	2	2	3	4	4	4	4	4	1
"1804"	1	1	2	1	1	3	1	1	1	3	1
"1805"	1	1	1	1	2	3	1	2	3	2	1
"1806"	2	2	2	1	3	3	1	2	3	2	1
"1807"	2	1	1	1	1	3	1	1	2	2	1
"1808"	1	1	1	1	1	2	1	1	2	1	1
"1809"	1	1	1	1	1	2	1	1	1	1	1
"1810"	2	1	2	1	1	2	1	1	1	2	1
"1811"	4	4	4	4	4	4	4	4	4	1	1
"1812"	2	2	3	1	2	3	3	3	1	3	1
"1813"	4	2	3	1	3	4	3	3	2	4	1
"1814"	2	2	1	1	1	1	1	1	2	1	1
"1815"	4	3	4	3	3	3	3	4	4	4	1
"1816"	1	1	1	1	1	4	2	2	1	2	1
"1817"	2	3	3	1	4	4	3	3	4	4	1
"1818"	2	2	1	2	2	4	2	1	3	3	1
"1819"	2	4	1	1	1	2	2	2	1	1	1
"1820"	3	2	3	1	2	4	3	3	2	4	1
"1821"	1	2	2	2	3	2	2	2	2	2	1
"1822"	2	3	3	3	3	3	3	3	3	3	1
"1823"	1	1	1	1	1	2	1	1	2	1	1
"1824"	3	2	2	2	2	3	2	2	3	3	1
"1825"	3	4	3	2	3	4	4	3	4	4	1
"1826"	1	2	2	2	2	3	3	3	3	2	1
"1827"	3	3	3	2	3	4	3	3	4	1	1
"1828"	1	1	1	1	1	3	2	3	3	2	1
"1829"	1	1	1	1	1	1	1	1	1	1	1
"1830"	2	1	1	1	1	2	1	1	1	1	1
"1831"	2	2	2	1	1	2	1	1	1	2	1
"1832"	1	2	3	1	3	3	2	3	3	4	1
"1833"	1	1	1	1	1	2	1	1	1	1	1
"1834"	4	4	3	3	4	4	3	2	4	4	1
"1835"	3	3	3	2	3	3	1	3	2	3	1
"1836"	4	4	2	4	2	4	2	2	1	3	1
"1837"	3	3	3	2	2	4	2	2	3	2	1
"1838"	4	2	3	2	1	2	1	2	1	1	1
"1839"	1	4	2	2	4	2	4	4	4	3	1
"1840"	3	1	1	1	2	2	2	1	3	3	1
"1841"	2	1	1	2	2	2	1	2	1	4	1
"1842"	4	4	3	1	2	4	2	2	3	4	1
"1843"	2	1	1	1	2	2	1	2	2	2	1
"1844"	1	2	1	3	2	1	2	2	1	3	1
"1845"	3	2	2	2	2	3	1	1	2	2	1
"1846"	2	1	1	1	1	2	1	1	1	1	1
"1847"	2	3	3	3	3	3	3	3	3	3	1
"1848"	2	1	1	1	4	4	4	1	1	1	1
"1849"	3	3	2	3	2	3	3	3	1	3	1
"1850"	2	2	2	1	1	1	1	2	1	1	1
"1851"	1	2	1	1	1	2	1	1	1	3	1
"1852"	4	1	2	1	2	3	2	2	3	4	1
"1853"	1	1	2	1	1	2	1	1	1	2	1
"1854"	1	2	1	1	2	2	1	1	3	2	1
"1855"	2	2	3	3	1	3	2	2	2	4	1
"1856"	3	3	3	3	2	3	3	2	3	4	1
"1857"	4	2	4	2	2	4	2	2	2	4	1
"1858"	3	2	2	1	2	4	1	1	1	4	1
"1859"	4	4	4	3	2	4	4	4	3	4	1
"1860"	3	1	3	1	3	3	1	1	2	2	1
"1861"	1	1	1	1	1	2	1	1	1	1	1
"1862"	1	1	1	1	1	2	1	1	1	1	1
"1863"	2	3	3	2	3	4	3	4	3	2	1
"1864"	2	2	2	2	1	1	1	1	1	1	1
"1865"	3	3	4	4	4	4	4	4	3	4	1
"1866"	1	1	1	1	1	2	1	1	1	1	1
"1867"	2	3	3	2	4	4	2	3	3	2	1
"1868"	2	2	2	2	1	3	1	1	2	3	1
"1869"	2	2	2	1	3	4	4	3	3	3	1
"1870"	2	1	2	1	1	4	1	1	1	2	1
"1871"	3	3	3	3	3	4	2	2	3	4	1
"1872"	1	3	3	3	3	3	3	3	3	1	1
"1873"	2	3	2	2	1	2	2	3	4	3	1
"1874"	1	1	1	1	1	2	1	1	1	1	1
"1875"	1	1	2	1	4	3	2	2	2	2	1
"1876"	2	1	1	1	1	3	1	1	2	2	1
"1877"	2	1	1	3	2	4	2	1	2	1	1
"1878"	3	3	3	3	3	3	3	3	3	3	1
"1879"	2	2	1	1	1	2	3	2	1	2	1
"1880"	2	3	2	2	1	2	1	2	3	1	1
"1881"	2	3	1	1	1	3	3	2	3	2	1
"1882"	4	4	4	4	1	4	3	4	4	4	1
"1883"	1	2	3	2	1	4	4	4	4	4	1
"1884"	2	2	2	2	1	3	2	2	1	2	1
"1885"	1	1	1	2	2	3	3	3	2	2	1
"1886"	3	2	3	2	3	4	2	3	1	4	1
"1887"	4	4	4	3	4	4	4	4	4	4	1
"1888"	4	4	1	1	4	4	4	4	3	3	1
"1889"	2	2	1	1	1	2	2	1	2	1	1
"1890"	2	3	2	2	2	3	2	3	2	4	1
"1891"	1	2	2	1	1	2	4	2	2	2	1
"1892"	3	3	2	2	3	3	2	3	3	3	1
"1893"	1	2	1	3	1	4	2	2	3	4	1
"1894"	2	2	2	2	1	3	1	2	1	1	1
"1895"	3	3	3	2	3	3	4	4	3	2	1
"1896"	3	2	2	3	3	3	3	4	4	3	1
"1897"	1	2	4	2	3	4	4	4	3	1	1
"1898"	4	4	4	4	4	4	4	4	4	2	1
"1899"	4	4	4	4	4	4	4	4	3	4	1
"1900"	3	4	4	2	3	3	2	3	4	2	1
"1901"	4	4	2	1	2	4	2	2	2	4	1
"1902"	1	1	1	1	1	1	1	1	1	4	1
"1903"	2	3	3	3	3	4	3	4	4	4	1
"1904"	3	2	2	3	2	2	3	2	2	3	1
"1905"	3	4	4	3	3	3	2	4	3	4	1
"1906"	3	3	4	1	3	3	3	2	4	4	1
"1907"	3	3	2	2	3	4	1	2	4	4	1
"1908"	4	4	4	4	4	4	4	4	4	4	1
"1909"	2	1	1	1	1	2	1	2	1	1	1
"1910"	2	3	1	2	2	3	2	4	3	3	1
"1911"	1	1	1	1	1	1	1	1	1	4	1
"1912"	2	2	2	2	1	3	3	2	3	1	1
"1913"	4	4	2	2	3	4	2	4	2	4	1
"1914"	1	1	1	1	1	1	1	2	2	1	1
"1915"	3	3	3	3	3	3	1	2	2	1	1
"1916"	4	4	4	4	4	4	4	4	4	4	1
"1917"	3	3	2	1	4	4	2	3	3	4	1
"1918"	1	1	4	1	4	4	1	2	1	1	1
"1919"	4	4	2	4	3	4	1	1	3	3	1
"1920"	2	1	1	1	4	4	1	2	1	3	1
"1921"	2	3	2	1	1	2	1	2	3	2	1
"1922"	1	4	3	2	1	3	3	4	4	1	1
"1923"	4	3	3	2	2	4	4	3	3	2	1
"1924"	3	3	3	1	2	4	1	2	2	4	1
"1925"	1	1	1	1	1	3	1	1	2	1	1
"1926"	4	3	3	2	4	4	2	4	4	3	1
"1927"	3	2	2	1	2	4	1	1	4	4	1
"1928"	4	3	4	4	4	4	3	3	2	4	1
"1929"	4	4	4	1	1	4	2	2	1	4	1
"1930"	2	1	2	2	1	1	1	1	2	3	1
"1931"	4	4	2	4	4	4	4	4	4	4	1
"1932"	3	1	2	1	1	4	1	1	3	4	1
"1933"	2	1	1	1	2	3	2	1	1	3	1
"1934"	1	2	3	1	2	4	1	2	4	1	1
"1935"	3	2	2	1	1	4	1	3	1	4	1
"1936"	4	4	4	3	2	4	3	3	4	4	1
"1937"	3	2	3	4	2	4	2	2	3	3	1
"1938"	2	1	2	1	2	4	2	2	1	3	1
"1939"	1	1	2	1	2	3	1	1	3	1	1
"1940"	1	3	2	1	4	4	2	1	3	4	1
"1941"	2	1	1	1	1	2	1	1	1	1	1
"1942"	3	4	4	3	3	4	3	3	4	2	1
"1943"	1	1	1	1	3	4	2	2	3	2	1
"1944"	2	4	2	2	4	2	4	2	2	2	1
"1945"	4	1	3	4	4	4	3	3	1	4	1
"1946"	4	3	3	2	3	4	4	3	3	3	1
"1947"	4	4	4	4	4	2	4	3	4	3	1
"1948"	2	2	3	3	4	4	4	4	4	4	1
"1949"	2	2	1	1	1	3	1	2	1	3	1
"1950"	1	1	2	1	1	2	1	2	1	1	1
"1951"	1	1	1	1	1	2	1	1	1	3	1
"1952"	1	2	4	2	4	4	4	4	4	2	1
"1953"	2	3	4	3	4	4	4	4	4	3	1
"1954"	2	2	1	1	1	2	1	1	1	1	1
"1955"	4	4	4	4	4	4	2	4	4	4	1
"1956"	3	3	4	2	2	3	3	2	2	2	1
"1957"	2	3	3	2	1	2	2	2	3	2	1
"1958"	1	1	1	1	2	3	1	2	2	2	1
"1959"	1	3	3	2	2	4	3	4	4	1	1
"1960"	1	1	1	1	1	1	1	1	1	1	1
"1961"	1	1	1	1	2	3	3	3	4	2	1
"1962"	4	1	3	4	2	4	1	2	1	4	1
"1963"	1	1	1	1	4	4	2	3	4	3	1
"1964"	3	3	3	3	4	4	4	4	4	4	1
"1965"	1	1	1	1	1	2	1	1	1	2	1
"1966"	1	1	1	2	2	2	1	2	2	4	1
"1967"	2	3	1	1	1	4	3	4	3	4	1
"1968"	1	1	2	1	2	3	1	1	1	1	1
"1969"	2	1	1	1	2	2	2	2	4	1	1
"1970"	2	2	2	2	2	3	3	3	2	4	1
"1971"	2	1	1	2	2	1	1	1	3	1	1
"1972"	1	2	2	1	4	3	2	2	2	4	1
"1973"	1	2	2	2	3	3	2	2	3	3	1
"1974"	2	1	2	2	2	3	1	1	1	3	1
"1975"	1	3	3	3	4	3	4	4	3	2	1
"1976"	2	2	2	2	3	4	3	3	3	2	1
"1977"	4	4	4	4	4	4	3	3	2	3	1
"1978"	4	4	4	4	4	4	3	4	4	2	1
"1979"	1	2	3	3	3	3	3	3	2	1	1
"1980"	4	3	2	3	2	3	2	2	2	4	1
"1981"	2	2	2	2	2	3	3	3	3	3	1
"1982"	4	3	3	2	2	4	3	3	4	4	1
"1983"	2	2	2	2	2	2	1	2	1	1	1
"1984"	2	1	1	1	2	2	2	2	2	1	1
"1985"	3	3	2	1	4	4	3	4	4	3	1
"1986"	2	2	2	1	3	2	2	1	2	1	1
"1987"	3	1	2	1	2	3	1	2	2	4	1
"1988"	4	4	4	3	2	3	1	2	3	4	1
"1989"	3	2	3	2	2	4	1	1	3	4	1
"1990"	1	2	2	1	2	2	1	2	2	2	1
"1991"	1	1	1	1	1	2	1	1	3	2	1
"1992"	2	2	2	2	2	4	2	2	4	3	1
"1993"	4	4	3	1	4	4	4	4	3	4	1
"1994"	1	3	1	1	1	2	1	1	1	2	1
"1995"	2	2	3	3	2	3	1	1	1	2	1
"1996"	4	2	4	2	4	4	2	3	4	4	1
"1997"	3	4	4	4	3	2	4	4	4	3	1
"1998"	2	3	3	3	2	3	4	4	4	1	1
"1999"	2	2	3	2	3	4	3	3	4	2	1
"2000"	4	4	4	4	4	4	4	4	4	4	1
"2001"	2	1	2	1	1	4	1	1	1	1	1
"2002"	2	2	1	1	2	2	2	2	1	2	1
"2003"	1	1	1	1	1	2	2	1	2	1	1
"2004"	2	2	2	2	2	4	1	2	1	3	1
"2005"	4	4	4	4	4	4	4	4	4	4	1
"2006"	1	1	2	1	1	1	1	2	1	2	1
"2007"	4	3	3	2	1	4	3	3	4	1	1
"2008"	1	2	3	4	4	4	3	2	1	1	1
"2009"	3	2	2	2	2	3	2	2	3	2	1
"2010"	2	2	1	1	2	2	2	1	3	3	1
"2011"	4	4	4	4	3	4	4	3	4	3	1
"2012"	4	2	2	1	1	3	1	1	3	2	1
"2013"	3	2	3	1	3	3	3	3	3	3	1
"2014"	2	1	2	1	2	1	1	1	1	1	1
"2015"	2	3	3	1	1	3	2	2	3	4	1
"2016"	3	3	2	2	2	3	3	2	2	3	1
"2017"	4	4	2	2	1	3	1	2	1	1	1
"2018"	2	2	2	1	3	4	4	2	4	3	1
"2019"	3	3	4	4	3	3	2	2	3	1	1
"2020"	2	2	2	3	3	3	2	3	2	1	1
"2021"	4	2	2	1	2	2	2	2	2	1	1
"2022"	1	2	2	1	1	4	1	2	1	2	1
"2023"	3	3	3	3	2	3	3	2	2	2	1
"2024"	3	3	3	2	2	4	2	3	1	1	1
"2025"	4	3	4	3	4	2	4	3	4	4	1
"2026"	1	1	2	1	1	2	2	1	1	2	1
"2027"	2	2	2	2	1	3	1	1	1	2	1
"2028"	2	3	1	2	3	4	3	1	4	2	1
"2029"	3	2	1	1	3	3	2	2	1	3	1
"2030"	4	4	4	1	1	4	1	2	2	1	1
"2031"	3	3	3	4	1	3	2	2	2	2	1
"2032"	1	2	2	3	1	3	2	2	3	1	1
"2033"	3	3	3	3	2	4	2	2	2	3	1
"2034"	4	1	1	1	1	2	1	1	1	1	1
"2035"	2	2	2	3	2	3	4	3	3	3	1
"2036"	1	1	2	2	1	2	1	1	1	2	1
"2037"	1	1	1	1	3	1	1	2	1	1	1
"2038"	3	4	2	2	3	3	2	3	3	4	1
"2039"	3	2	1	1	1	2	1	1	1	3	1
"2040"	3	3	3	4	4	4	3	4	4	3	1
"2041"	2	2	2	2	2	2	1	1	2	1	1
"2042"	1	1	1	1	1	2	1	1	1	2	1
"2043"	2	2	1	1	3	4	3	4	4	2	1
"2044"	2	1	1	1	1	2	1	1	2	2	1
"2045"	4	2	2	3	3	4	2	2	3	2	1
"2046"	1	1	2	2	2	2	1	1	1	2	1
"2047"	2	2	2	2	2	3	2	3	2	3	1
"2048"	2	2	2	2	2	2	2	2	1	3	1
"2049"	3	3	3	3	4	4	4	4	4	2	1
"2050"	1	2	2	1	1	3	2	2	1	1	1
"2051"	4	4	4	4	3	3	4	4	3	2	1
"2052"	2	2	4	2	1	4	3	3	4	4	1
"2053"	2	2	3	2	1	3	2	1	1	3	1
"2054"	2	2	2	2	1	3	3	3	3	3	1
"2055"	2	3	2	2	2	4	4	3	4	4	1
"2056"	1	1	3	2	2	3	2	4	4	4	1
"2057"	1	1	2	2	3	2	3	2	1	3	1
"2058"	4	4	4	4	4	4	4	3	4	3	1
"2059"	3	1	2	2	3	3	1	1	3	4	1
"2060"	1	2	1	2	2	3	2	2	1	3	1
"2061"	2	4	3	4	2	2	2	2	2	4	1
"2062"	4	3	1	2	4	4	2	2	1	3	1
"2063"	4	4	3	1	2	4	2	2	2	1	1
"2064"	3	3	3	4	4	2	4	4	2	3	1
"2065"	2	4	3	2	3	4	2	3	3	4	1
"2066"	4	4	4	3	2	4	3	2	3	4	1
"2067"	2	2	2	1	1	2	1	1	2	3	1
"2068"	4	3	4	3	1	4	3	3	3	4	1
"2069"	2	3	1	1	1	2	3	4	4	1	1
"2070"	3	4	3	3	2	2	3	3	3	3	1
"2071"	2	3	2	2	1	3	1	1	2	1	1
"2072"	2	1	2	2	4	4	1	4	4	4	1
"2073"	3	4	3	1	2	4	3	2	1	4	1
"2074"	3	3	3	2	2	2	2	1	3	2	1
"2075"	4	4	4	4	3	4	4	4	4	3	1
"2076"	1	1	1	1	4	4	4	4	4	4	1
"2077"	1	1	1	1	3	3	2	2	2	1	1
"2078"	1	1	2	1	2	3	1	1	1	3	1
"2079"	2	2	4	2	2	3	2	3	4	4	1
"2080"	2	2	1	1	1	2	2	2	2	2	1
"2081"	3	3	3	2	3	4	3	2	3	4	1
"2082"	4	4	4	3	3	3	4	4	4	4	1
"2083"	3	4	4	3	4	4	2	4	1	3	1
"2084"	2	1	1	1	2	2	4	3	2	1	1
"2085"	2	4	4	4	3	4	3	4	4	4	1
"2086"	1	1	1	1	1	3	1	1	1	2	1
"2087"	4	2	3	1	2	1	1	2	1	1	1
"2088"	2	4	3	3	4	4	4	4	4	1	1
"2089"	3	3	2	1	3	2	2	2	3	3	1
"2090"	1	3	1	1	3	4	3	3	2	1	1
"2091"	4	3	2	3	3	4	4	4	4	4	1
"2092"	2	1	2	2	2	3	2	2	2	2	1
"2093"	4	2	2	3	2	4	2	3	3	4	1
"2094"	3	2	2	2	1	4	1	1	3	4	1
"2095"	2	2	2	1	1	4	1	2	3	1	1
"2096"	4	2	2	1	1	4	3	1	1	1	1
"2097"	2	3	2	2	1	4	2	3	2	1	1
"2098"	3	2	3	1	1	2	1	2	3	3	1
